PROTID	GENEID	PROTLEN	9_1_Bio_S1-E9_1_2770_SPC	9_2_Bio_S1-E10_1_2771_SPC	9_3_Bio_S1-E11_1_2772_SPC	BID_GFP_C_1_S1-B10_1_5630_SPC	BID_GFP_C_1_S1-B6_1_5626_SPC	BID_GFP_C_1_S1-B6_1_6587_SPC	BID_GFP_C_2_S1-B11_1_5631_SPC	BID_GFP_C_2_S1-B7_1_5627_SPC	BID_GFP_C_2_S1-B7_1_6588_SPC	BID_GFP_C_3_S1-B8_1_5628_SPC	BID_GFP_C_3_S1-B8_1_6589_SPC	BID_GFP_MED_NLS_1_S1-C6_1_6599_SPC	BID_GFP_MED_NLS_2_S1-C7_1_6600_SPC	BID_GFP_MED_NLS_3_S1-C8_1_6601_SPC	BID_GFP_MYC_NLS_1_S1-C10_1_6603_SPC	BID_GFP_MYC_NLS_2_S1-C11_1_6604_SPC	BID_GFP_MYC_NLS_3_S1-C12_1_6605_SPC	BID_GFP_NLS1_1_S1-B2_1_5622_SPC	BID_GFP_NLS1_1_S1-C2_1_6595_SPC	BID_GFP_NLS1_2_S1-B3_1_5623_SPC	BID_GFP_NLS1_2_S1-C3_1_6596_SPC	BID_GFP_NLS1_3_S1-B4_1_5624_SPC	BID_GFP_NLS1_3_S1-C4_1_6597_SPC	BID_GFP_N_1_S1-B10_1_6591_SPC	BID_GFP_N_2_S1-B11_1_6592_SPC	BID_GFP_N_3_S1-B12_1_6593_SPC	BID_gfp-nls_1_S2-B6_1_4628_SPC	BID_gfp-nls_2_S2-B7_1_4629_SPC	BID_gfp-nls_3_S2-B8_1_4630_SPC	Bio_GFP_1_S2-A1_1_3928_SPC	Bio_GFP_2_S2-A2_1_3929_SPC	Bio_GFP_3_S2-A3_1_3930_SPC	Bio_GFP_4_S2-A4_1_3931_SPC	GFP1_Bio_S1-C3_1_2608_SPC	GFP1_Bio_S1-C4_1_2609_SPC	GFP1_Bio_S1-C5_1_2610_SPC	GFP1_Bio_S1-C6_1_2611_SPC	GFP_BIO1_S3-D5_1_1185_SPC	GFP_BIO2_S3-D6_1_1186_SPC	GFP_BIOID_Slot1-23_1_251_SPC	GFP_BIOID_Slot1-24_1_254_SPC	GFP_BIO_1_S1-C12_1_4066_SPC	GFP_C_1_Bio_S1-B8_1_6794_SPC	GFP_C_2_Bio_S1-B9_1_6795_SPC	GFP_C_BIO_1_S2-C6_1_4541_SPC	GFP_C_BIO_2_S2-C7_1_4542_SPC	GFP_C_BIO_3_S2-C8_1_4543_SPC	GFP_N_1_Bio_S1-B11_1_6797_SPC	GFP_N_2_Bio_S1-B12_1_6798_SPC	GFP_S1-H2_1_6362_SPC	GFP_S1-H3_1_6363_SPC	MAC2_C_GFP_BIO10_S1-B5_1_4434_SPC	MAC2_C_GFP_BIO1_S3-E1_1_3610_SPC	MAC2_C_GFP_BIO2_S3-E2_1_3611_SPC	MAC2_C_GFP_BIO3_S3-E3_1_3612_SPC	MAC2_C_GFP_BIO4_S3-E4_1_3613_SPC	MAC2_C_GFP_BIO5_S3-E5_1_3614_SPC	MAC2_C_GFP_BIO6_S3-E6_1_3615_SPC	MAC2_C_GFP_BIO7_S3-E7_1_3616_SPC	MAC2_C_GFP_BIO8_S3-E8_1_3617_SPC	MAC2_C_GFP_BIO9_S1-B4_1_4433_SPC	MAC2_N_GFP_BIO10_S1-B8_1_4437_SPC	MAC2_N_GFP_BIO1_S3-F1_1_3619_SPC	MAC2_N_GFP_BIO2_S3-F2_1_3620_SPC	MAC2_N_GFP_BIO3_S3-F3_1_3621_SPC	MAC2_N_GFP_BIO4_S3-F4_1_3622_SPC	MAC2_N_GFP_BIO5_S3-F5_1_3623_SPC	MAC2_N_GFP_BIO6_S3-F6_1_3624_SPC	MAC2_N_GFP_BIO7_S3-F7_1_3625_SPC	MAC2_N_GFP_BIO8_S3-F8_1_3626_SPC	MAC2_N_GFP_BIO9_S1-B7_1_4436_SPC	MAC_N_GFP_BIO4_S3-D4_1_3676_SPC	MAC_N_GFP_BIO5_S3-D5_1_3677_SPC	MED_1_Bio_S1-C2_1_6800_SPC	MED_2_Bio_S1-C3_1_6801_SPC	MYC_1_Bio_S1-C5_1_6803_SPC	MYC_2_Bio_S1-C6_1_6804_SPC	NLS1_1_Bio_S1-B5_1_6791_SPC	NLS1_2_Bio_S1-B6_1_6792_SPC	SUC_N_GFP_BIO10_S1-C2_1_4443_SPC	SUC_N_GFP_BIO1_S3-H1_1_3637_SPC	SUC_N_GFP_BIO2_S3-H2_1_3638_SPC	SUC_N_GFP_BIO3_S3-H3_1_3639_SPC	SUC_N_GFP_BIO4_S3-H4_1_3640_SPC	SUC_N_GFP_BIO5_S3-H5_1_3641_SPC	SUC_N_GFP_BIO6_S3-H6_1_3642_SPC	SUC_N_GFP_BIO7_S3-H7_1_3643_SPC	SUC_N_GFP_BIO8_S3-H8_1_3644_SPC	SUC_N_GFP_BIO9_S1-C1_1_4442_SPC
Q9H0F6	SHARPIN	387	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q9H0F7	ARL6	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H0G5	NSRP1	558	3	3	1	2	0	3	2	0	4	0	3	14	12	12	12	14	10	3	4	3	5	3	6	6	3	3	0	1	1	1	1	3	2	0	0	0	0	3	2	18	15	0	1	1	4	3	3	1	4	1	2	5	5	9	2	6	4	5	4	7	2	5	9	8	7	9	12	10	8	11	4	2	3	6	8	10	6	1	1	1	7	5	5	3	3	5	6	4	3
Q9H0H5	RACGAP1	632	2	2	2	11	2	2	8	4	2	3	5	10	9	17	8	5	6	13	6	9	4	7	5	9	8	10	6	5	7	2	1	14	8	2	6	7	8	7	6	39	35	0	8	10	8	4	4	8	15	7	6	10	7	7	14	9	10	11	10	12	3	0	11	13	10	7	10	6	5	6	2	4	4	21	20	16	14	7	11	0	6	3	5	5	6	5	6	8	0
Q9H0J9	PARP12	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H0K1	SIK2	926	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	2	1	1	2	0
Q9H0K6	PUS7L	701	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Q9H0L4	CSTF2T	616	53	54	48	11	12	18	19	11	18	8	20	16	21	16	24	17	23	12	15	11	15	11	11	8	9	8	4	6	8	16	13	18	15	13	11	13	12	17	22	33	25	12	13	15	28	25	27	12	6	3	3	8	3	1	5	1	2	3	4	5	3	2	2	6	2	2	2	1	2	7	2	4	7	14	14	17	13	16	14	15	45	45	39	47	47	48	38	35	10
Q9H0R6	QRSL1	528	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	2	0
Q9H0S4	DDX47	455	2	4	3	1	0	5	1	0	7	1	6	12	9	17	10	8	11	4	7	3	8	3	10	16	16	21	0	0	0	1	3	7	8	3	7	4	7	0	0	10	11	5	1	0	2	1	0	6	4	0	0	0	1	1	1	1	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	3	2	2	2	1	0	1	1	1	1	2	2	0	1	0
Q9H0U3	MAGT1	335	0	0	0	1	0	1	0	3	0	1	1	0	1	0	0	1	1	5	0	5	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Q9H0U4	RAB1B	201	5	6	6	0	3	0	0	2	0	2	1	1	1	0	0	0	1	2	0	2	0	3	0	1	1	1	3	1	1	0	0	2	4	2	2	2	3	1	0	2	1	0	3	1	0	5	0	4	4	0	0	8	3	3	3	1	2	1	1	2	4	2	5	6	4	5	5	5	5	3	0	6	5	3	2	4	2	2	5	1	5	4	5	4	5	5	4	4	1
Q9H0U6	MRPL18	180	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	2	0	0	2	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Q9H0U9	TSPYL1	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H0V9	LMAN2L	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Q9H0W5	CCDC8	538	0	0	0	1	0	2	3	0	4	0	2	1	0	1	0	1	2	0	1	0	4	0	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	4	1	2	3	1	2	0	0	0	0	2	1	0	1	1	1	0	1	2	3	2	3	0	0	2	0
Q9H0W8	SMG9	520	0	0	0	4	3	4	4	0	8	0	4	0	0	0	1	1	0	0	2	0	3	0	6	4	2	3	0	0	0	4	7	5	9	9	6	3	4	7	4	4	7	4	5	4	1	0	0	4	3	2	6	4	6	4	6	8	3	6	4	5	1	1	10	7	14	7	10	8	8	11	2	5	5	0	0	0	0	1	5	0	4	2	1	6	5	4	2	5	0
Q9H0Z9	RBM38	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Q9H116	GZF1	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q9H147	DNTTIP1	329	0	0	0	0	2	2	0	1	1	0	1	3	4	5	3	6	6	3	1	3	0	1	0	2	2	3	0	2	1	0	0	0	1	0	0	0	0	0	0	7	6	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	1	3	3	6	3	0	0	0	5	5	5	5	1	1	0	0	0	0	1	1	0	2	0	0
Q9H160	ING2	280	0	0	0	0	0	0	0	0	0	2	0	2	1	1	3	2	2	4	1	4	0	3	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	1	4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	4	2	2	6	3	0	0	0	0	0	0	0	0	0	0	0	0
Q9H165	BCL11A	835	0	0	0	1	0	1	1	0	1	0	1	11	12	11	6	7	7	0	4	0	1	0	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	1	1	30	16	0	0	0	0	0	0	2	2	0	0	0	2	1	0	2	0	0	0	2	0	0	3	3	10	6	6	3	6	4	0	0	0	10	7	8	8	2	1	0	0	0	1	0	0	0	0	0	0
Q9H1A4	ANAPC1	1944	2	3	3	25	13	19	20	9	19	7	19	33	30	31	19	32	26	1	21	3	27	0	27	30	21	23	0	0	0	12	15	25	19	21	23	27	21	31	26	53	58	6	22	20	2	3	1	23	17	12	14	11	7	7	3	6	8	7	10	9	6	1	13	6	10	11	10	9	8	13	2	14	9	30	22	29	27	29	23	0	3	6	4	8	9	8	4	8	1
Q9H1B7	IRF2BPL	796	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	2	0	1	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Q9H1D9	POLR3F	316	1	0	1	0	0	2	0	0	2	1	2	7	4	6	4	5	6	0	1	0	3	0	1	3	5	3	0	0	0	2	2	2	4	2	1	1	2	1	1	7	10	1	1	0	0	0	0	4	2	1	0	5	0	1	0	1	1	1	2	2	2	2	1	3	2	1	2	2	2	2	0	1	1	4	3	3	3	1	1	0	2	2	1	1	2	2	2	2	0
Q9H1E3	NUCKS1	243	0	0	0	0	2	5	0	4	6	2	5	14	11	16	10	6	9	1	3	2	6	2	8	6	7	8	3	1	1	0	0	7	7	1	1	3	2	3	2	29	26	0	5	5	5	4	3	5	3	4	1	7	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	8	9	12	9	6	6	0	0	0	0	0	0	0	0	0	0
Q9H1H9	KIF13A	1805	0	0	0	3	2	3	4	2	1	2	2	1	1	2	0	1	0	0	5	0	1	0	2	4	2	1	1	3	0	3	3	1	1	2	1	3	2	4	2	0	2	3	3	0	0	0	0	1	0	0	1	4	3	1	6	3	2	5	4	5	1	0	3	6	3	1	4	5	3	3	0	0	0	0	0	0	0	1	0	0	2	3	4	2	4	1	3	3	0
Q9H1I8	ASCC2	757	0	0	0	11	8	3	7	14	1	13	2	1	1	0	0	0	0	0	1	0	6	0	2	4	4	1	0	0	0	1	4	6	3	8	6	3	3	0	2	2	6	0	5	5	0	0	0	4	4	7	8	2	1	2	2	2	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	4	2	8	6	0	0	0	0	0	0	0	0	0	0
Q9H1K0	RBSN	784	0	0	0	5	5	1	4	2	6	4	3	0	0	0	0	1	0	0	3	0	4	0	3	3	3	5	0	0	0	2	3	2	0	2	5	1	4	3	7	0	0	1	3	3	0	0	0	1	4	2	0	23	12	6	14	8	8	8	11	11	19	7	14	18	24	16	18	20	20	22	12	2	0	0	0	0	0	6	4	0	2	3	3	2	1	4	1	2	0
Q9H1K1	ISCU	167	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	2	0	1	2	2	1	2	2	2	1	1	3	2	0	0	0	0	0	0	0	3	4	2	2	3	4	3	4	0
Q9H1P3	OSBPL2	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0
Q9H1Y0	ATG5	275	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	1	1	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Q9H204	MED28	178	0	0	0	3	2	1	3	2	4	1	1	4	6	2	3	3	4	2	2	1	3	1	3	2	3	1	1	1	0	1	2	1	0	1	2	1	1	0	0	8	12	0	4	4	0	0	0	3	0	2	2	1	2	3	0	0	1	1	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	6	5	6	3	2	4	0	1	1	1	0	0	0	0	0	0
Q9H223	EHD4	541	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H246	C1orf21	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H267	VPS33B	617	2	0	1	7	4	5	7	2	8	3	3	4	3	2	1	2	2	0	5	0	4	0	3	6	3	2	0	0	0	3	2	2	3	3	3	5	2	4	3	4	4	1	3	4	0	0	0	0	6	5	5	1	4	2	0	2	3	2	3	6	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2	4	5	0	4	3	5	2	2	4	3	7	0
Q9H269	VPS16	839	2	1	0	3	3	1	3	1	1	1	2	1	0	3	1	0	1	0	1	0	0	0	1	6	2	1	0	0	0	0	1	3	1	1	2	2	1	2	1	2	2	1	3	2	0	0	0	1	2	3	2	2	6	5	0	1	1	1	2	0	0	0	2	1	1	0	2	2	2	2	0	2	1	0	0	0	2	2	3	0	0	0	0	0	0	0	1	0	0
Q9H299	SH3BGRL3	93	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	8	4	4	4	2	4	4	5	3	7	3	3	5	4	3	4	6	3	5	0	3	3	0	0	0	0	0	0	4	8	10	10	8	7	9	7	8	4
Q9H2C2	ARV1	271	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
Q9H2D6	TRIOBP	2365	1	0	0	3	1	1	5	2	1	0	2	0	0	0	0	0	0	0	1	0	1	0	1	2	2	4	0	0	0	0	0	7	5	6	5	6	6	11	12	0	0	0	6	3	3	4	3	1	2	1	2	8	1	4	1	4	2	5	1	3	10	1	6	5	2	2	4	5	5	3	2	3	0	0	0	0	0	5	4	0	3	1	1	1	1	0	1	1	0
Q9H2F5	EPC1	836	0	0	0	1	1	0	0	1	0	2	1	1	1	3	2	1	4	6	0	8	0	4	0	2	2	2	9	5	5	0	1	1	2	1	0	0	1	1	3	32	21	0	2	4	0	0	0	7	6	1	1	2	3	6	3	6	1	4	2	7	2	9	9	8	7	7	9	7	8	9	4	4	4	8	8	8	9	4	2	0	2	1	2	1	1	2	1	1	0
Q9H2G2	SLK	1235	49	43	41	74	48	75	81	54	73	52	71	17	20	20	29	29	24	8	71	4	71	3	74	62	64	53	0	4	3	56	48	72	87	57	65	56	57	70	71	61	58	49	72	51	73	68	45	51	48	44	47	28	26	27	24	18	19	16	19	20	32	13	26	36	32	28	29	24	19	23	7	49	51	22	5	22	21	65	63	36	62	68	71	63	60	70	68	61	30
Q9H2G4	TSPYL2	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2H8	PPIL3	161	6	6	5	2	2	5	2	6	3	2	3	15	13	12	11	7	9	8	5	5	5	5	7	6	5	6	3	3	2	2	2	4	7	1	3	4	4	5	4	21	20	3	5	4	0	3	2	7	7	3	4	1	5	2	3	2	3	3	3	3	4	0	2	5	8	6	7	5	6	9	0	3	4	16	8	10	11	6	8	0	6	6	9	5	9	7	7	5	0
Q9H2J4	PDCL3	239	0	0	0	26	22	37	26	21	41	27	36	15	13	16	16	18	18	2	37	1	34	1	39	11	16	17	0	0	0	18	21	20	20	32	28	28	24	29	32	34	52	18	17	19	3	4	2	8	10	18	17	8	6	3	8	7	9	7	7	9	9	9	10	12	9	10	10	10	11	12	4	10	9	18	19	17	19	15	18	0	1	3	2	2	4	3	2	1	0
Q9H2J7	SLC6A15	730	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Q9H2K8	TAOK3	898	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
Q9H2L5	RASSF4	321	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2M9	RAB3GAP2	1393	0	2	1	6	6	7	10	4	6	4	5	0	0	1	0	1	0	0	6	0	5	0	14	9	6	3	0	0	0	2	3	13	10	9	4	4	6	1	0	19	18	2	13	9	0	0	0	6	11	6	3	5	15	15	9	11	12	14	16	13	11	6	17	16	13	14	19	18	16	17	6	2	1	1	5	3	2	10	8	0	0	2	1	2	1	2	3	0	1
Q9H2P0	ADNP	1102	22	24	27	37	38	64	25	32	83	35	75	129	114	114	110	123	120	28	77	25	80	26	79	88	89	88	20	30	20	16	15	53	53	24	28	24	26	44	39	185	168	4	65	64	38	51	34	72	76	31	29	28	25	20	24	28	23	25	20	23	28	15	50	42	43	50	56	52	44	47	21	38	35	102	105	113	118	66	54	0	11	17	18	11	10	12	12	12	1
Q9H2P9	DPH5	285	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	2	0	0	0	7	6	1	0	3	1	3	4	1	1	1	0	0	2	1	0	0	0	1	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0
Q9H2U1	DHX36	1008	3	1	3	4	2	3	2	3	3	1	4	15	12	10	11	7	5	2	6	0	3	3	3	6	8	9	0	0	0	15	8	6	4	6	5	7	4	6	3	6	8	3	1	4	1	2	3	2	6	2	1	7	4	6	6	3	5	3	2	5	8	2	5	8	5	5	5	6	10	2	1	3	2	6	4	3	6	1	5	0	6	4	6	4	8	6	5	5	1
Q9H2V7	SPNS1	528	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Q9H2W6	MRPL46	279	2	5	6	1	0	7	2	0	3	0	5	10	6	9	9	10	4	2	11	2	8	1	5	6	6	8	0	0	0	0	0	2	2	1	0	0	2	0	0	5	2	0	0	0	1	3	3	0	0	0	0	1	1	2	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	3	4	0	0	0	2	0	0	0	3	3	3	2	3	2	2	4	0
Q9H2Y7	ZNF106	1883	1	1	1	0	0	1	0	0	1	0	0	4	3	9	3	3	4	2	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	12	11	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	4	2	1	1	1	1	7	6	6	4	9	6	5	9	3	0	0	9	10	4	7	0	1	0	0	0	0	0	1	0	0	1	0
Q9H2Z4	NKX2-4	354	3	3	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1
Q9H307	PNN	717	3	7	5	6	10	11	6	7	11	10	11	16	16	11	13	12	16	9	11	9	15	7	19	18	18	16	6	10	7	1	1	7	8	10	7	12	8	6	7	31	22	2	11	10	8	11	8	8	8	8	7	6	3	10	7	7	6	6	5	5	9	0	6	7	7	10	11	9	8	8	2	6	6	21	19	16	15	11	12	0	6	4	3	8	6	5	7	9	1
Q9H324	ADAMTS10	1103	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
Q9H334	FOXP1	677	0	0	0	0	1	1	3	1	0	0	0	3	2	6	5	4	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	4	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	0	8	10	8	9	5	3	0	3	2	2	1	2	3	3	2	0
